MariaDB [dbtugas5]> SELECT o.addressLine1, o.phone, o.city as kota,
    -> e.firstName, e.email, e.jobTitle, c.customerName,
    -> c.phone as telp, c.city, p.paymentDate, p.amount
    -> FROM employees as e
    -> INNER JOIN offices as o ON e.officeCode = o.officeCode
    -> INNER JOIN customers as c ON e.employeeNumber = c.salesRepEmployeeNumber
    -> INNER JOIN payments as p ON c.customerNumber = p.customerNumber;
ERROR 2006 (HY000): MySQL server has gone away
No connection. Trying to reconnect...
Connection id:    793
Current database: dbtugas5

+--------------------------+------------------+---------------+-----------+---------------------------------+-----------+------------------------------------+--------------------+-------------------+-------------+-----------+
| addressLine1             | phone            | kota          | firstName | email                           | jobTitle  | customerName                       | telp               | city              | paymentDate | amount    |
| 25 Old Broad Street      | +44 20 7877 2041 | London        | Barry     | bjones@classicmodelcars.com     | Sales Rep | Baane Mini Imports                 | 07-98 9555         | Stavern           | 2003-02-16  |  50218.95 |
| 25 Old Broad Street      | +44 20 7877 2041 | London        | Barry     | bjones@classicmodelcars.com     | Sales Rep | Baane Mini Imports                 | 07-98 9555         | Stavern           | 2003-10-28  |   1491.38 |
| 25 Old Broad Street      | +44 20 7877 2041 | London        | Barry     | bjones@classicmodelcars.com     | Sales Rep | Baane Mini Imports                 | 07-98 9555         | Stavern           | 2004-11-04  |  17876.32 |
| 25 Old Broad Street      | +44 20 7877 2041 | London        | Barry     | bjones@classicmodelcars.com     | Sales Rep | Baane Mini Imports                 | 07-98 9555         | Stavern           | 2004-11-28  |  34638.14 |
| 25 Old Broad Street      | +44 20 7877 2041 | London        | Barry     | bjones@classicmodelcars.com     | Sales Rep | Blauer See Auto, Co.               | +49 69 66 90 2555  | Frankfurt         | 2003-01-28  |  10549.01 |
| 25 Old Broad Street      | +44 20 7877 2041 | London        | Barry     | bjones@classicmodelcars.com     | Sales Rep | Blauer See Auto, Co.               | +49 69 66 90 2555  | Frankfurt         | 2003-10-18  |  24101.81 |
| 25 Old Broad Street      | +44 20 7877 2041 | London        | Barry     | bjones@classicmodelcars.com     | Sales Rep | Blauer See Auto, Co.               | +49 69 66 90 2555  | Frankfurt         | 2004-03-24  |  33820.62 |
| 25 Old Broad Street      | +44 20 7877 2041 | London        | Barry     | bjones@classicmodelcars.com     | Sales Rep | Blauer See Auto, Co.               | +49 69 66 90 2555  | Frankfurt         | 2004-11-18  |   7466.32 |
| 25 Old Broad Street      | +44 20 7877 2041 | London        | Barry     | bjones@classicmodelcars.com     | Sales Rep | Volvo Model Replicas, Co           | 0921-12 3555       | Lule├Ñ             | 2004-12-12  |  36005.71 |
| 25 Old Broad Street      | +44 20 7877 2041 | London        | Barry     | bjones@classicmodelcars.com     | Sales Rep | Volvo Model Replicas, Co           | 0921-12 3555       | Lule├Ñ             | 2003-04-09  |   7674.94 |
| 25 Old Broad Street      | +44 20 7877 2041 | London        | Barry     | bjones@classicmodelcars.com     | Sales Rep | Herkku Gifts                       | +47 2267 3215      | Bergen            | 2004-09-19  |  12538.01 |
| 25 Old Broad Street      | +44 20 7877 2041 | London        | Barry     | bjones@classicmodelcars.com     | Sales Rep | Herkku Gifts                       | +47 2267 3215      | Bergen            | 2003-12-03  |  85024.46 |
| 25 Old Broad Street      | +44 20 7877 2041 | London        | Barry     | bjones@classicmodelcars.com     | Sales Rep | Clover Collections, Co.            | +353 1862 1555     | Dublin            | 2004-10-03  |  17359.53 |
| 25 Old Broad Street      | +44 20 7877 2041 | London        | Barry     | bjones@classicmodelcars.com     | Sales Rep | Clover Collections, Co.            | +353 1862 1555     | Dublin            | 2004-03-01  |  32538.74 |
| 25 Old Broad Street      | +44 20 7877 2041 | London        | Barry     | bjones@classicmodelcars.com     | Sales Rep | Toms Spezialit├ñten, Ltd            | 0221-5554327       | K├╢ln              | 2004-11-06  |  61234.67 |
| 25 Old Broad Street      | +44 20 7877 2041 | London        | Barry     | bjones@classicmodelcars.com     | Sales Rep | Toms Spezialit├ñten, Ltd            | 0221-5554327       | K├╢ln              | 2003-12-07  |  27988.47 |
| 25 Old Broad Street      | +44 20 7877 2041 | London        | Barry     | bjones@classicmodelcars.com     | Sales Rep | Norway Gifts By Mail, Co.          | +47 2212 1555      | Oslo              | 2003-10-24  |  36798.88 |
| 25 Old Broad Street      | +44 20 7877 2041 | London        | Barry     | bjones@classicmodelcars.com     | Sales Rep | Norway Gifts By Mail, Co.          | +47 2212 1555      | Oslo              | 2004-09-05  |  32260.16 |
| 25 Old Broad Street      | +44 20 7877 2041 | London        | Barry     | bjones@classicmodelcars.com     | Sales Rep | Bavarian Collectables Imports, Co. |  +49 89 61 08 9555 | Munich            | 2004-09-28  |  31310.09 |
| 25 Old Broad Street      | +44 20 7877 2041 | London        | Barry     | bjones@classicmodelcars.com     | Sales Rep | Scandinavian Gift Ideas            | 0695-34 6555       | Br├ñcke            | 2005-04-18  |  27966.54 |
| 25 Old Broad Street      | +44 20 7877 2041 | London        | Barry     | bjones@classicmodelcars.com     | Sales Rep | Scandinavian Gift Ideas            | 0695-34 6555       | Br├ñcke            | 2004-09-30  |  48809.90 |
+--------------------------+------------------+---------------+-----------+---------------------------------+-----------+------------------------------------+--------------------+-------------------+-------------+-----------+
273 rows in set (0.006 sec)

MariaDB [dbtugas5]> CREATE VIEW customer_vw AS
    -> SELECT o.addressLine1, o.phone, o.city as kota,
    -> e.firstName, e.email, e.jobTitle, c.customerName,
    -> c.phone as telp, c.city, p.paymentDate, p.amount
    -> FROM employees as e
    -> INNER JOIN offices as o ON e.officeCode = o.officeCode
    -> INNER JOIN customers as c ON e.employeeNumber = c.salesRepEmployeeNumber
    -> INNER JOIN payments as p ON c.customerNumber = p.customerNumber;
Query OK, 0 rows affected (0.007 sec)

MariaDB [dbtugas5]> select * from customer_vw;
+--------------------------+------------------+---------------+-----------+---------------------------------+-----------+------------------------------------+--------------------+-------------------+-------------+-----------+
| addressLine1             | phone            | kota          | firstName | email                           | jobTitle  | customerName                       | telp               | city              | paymentDate | amount    |
+--------------------------+------------------+---------------+-----------+---------------------------------+-----------+------------------------------------+--------------------+-------------------+-------------+-----------+
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | ljennings@classicmodelcars.com  | Sales Rep | Mini Gifts Distributors Ltd.       | 4155551450         | San Rafael        | 2005-03-05  | 101244.59 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | ljennings@classicmodelcars.com  | Sales Rep | Mini Gifts Distributors Ltd.       | 4155551450         | San Rafael        | 2004-08-28  |  85410.87 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | ljennings@classicmodelcars.com  | Sales Rep | Mini Gifts Distributors Ltd.       | 4155551450         | San Rafael        | 2003-04-11  |  11044.30 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | ljennings@classicmodelcars.com  | Sales Rep | Mini Gifts Distributors Ltd.       | 4155551450         | San Rafael        | 2005-04-16  |  83598.04 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | ljennings@classicmodelcars.com  | Sales Rep | Mini Gifts Distributors Ltd.       | 4155551450         | San Rafael        | 2004-12-27  |  47142.70 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | ljennings@classicmodelcars.com  | Sales Rep | Mini Gifts Distributors Ltd.       | 4155551450         | San Rafael        | 2004-11-02  |  55639.66 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | ljennings@classicmodelcars.com  | Sales Rep | Mini Gifts Distributors Ltd.       | 4155551450         | San Rafael        | 2003-08-15  | 111654.40 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | ljennings@classicmodelcars.com  | Sales Rep | Mini Gifts Distributors Ltd.       | 4155551450         | San Rafael        | 2004-03-26  |  43369.30 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | ljennings@classicmodelcars.com  | Sales Rep | Mini Gifts Distributors Ltd.       | 4155551450         | San Rafael        | 2003-11-25  |  45084.38 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | ljennings@classicmodelcars.com  | Sales Rep | Mini Wheels Co.                    | 6505555787         | San Francisco     | 2004-12-08  |  26248.78 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | ljennings@classicmodelcars.com  | Sales Rep | Mini Wheels Co.                    | 6505555787         | San Francisco     | 2003-12-11  |  23923.93 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | ljennings@classicmodelcars.com  | Sales Rep | Mini Wheels Co.                    | 6505555787         | San Francisco     | 2003-04-09  |  16537.85 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | ljennings@classicmodelcars.com  | Sales Rep | Technics Stores Inc.               | 6505556809         | Burlingame        | 2004-11-14  |   2434.25 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | ljennings@classicmodelcars.com  | Sales Rep | Technics Stores Inc.               | 6505556809         | Burlingame        | 2003-11-18  |  50743.65 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | ljennings@classicmodelcars.com  | Sales Rep | Technics Stores Inc.               | 6505556809         | Burlingame        | 2005-02-02  |  12692.19 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | ljennings@classicmodelcars.com  | Sales Rep | Technics Stores Inc.               | 6505556809         | Burlingame        | 2003-08-05  |  38675.13 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | ljennings@classicmodelcars.com  | Sales Rep | Corporate Gift Ideas Co.           | 6505551386         | San Francisco     | 2003-11-03  |  85559.12 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | ljennings@classicmodelcars.com  | Sales Rep | Corporate Gift Ideas Co.           | 6505551386         | San Francisco     | 2005-03-15  |  46781.66 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | ljennings@classicmodelcars.com  | Sales Rep | The Sharp Gifts Warehouse          | 4085553659         | San Jose          | 2004-06-21  |  59551.38 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | ljennings@classicmodelcars.com  | Sales Rep | Signal Collectibles Ltd.           | 4155554312         | Brisbane          | 2003-09-28  |  29997.09 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | ljennings@classicmodelcars.com  | Sales Rep | Signal Collectibles Ltd.           | 4155554312         | Brisbane          | 2004-02-29  |  12573.28 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | lthompson@classicmodelcars.com  | Sales Rep | Signal Gift Stores                 | 7025551838         | Las Vegas         | 2004-12-17  |  14191.12 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | lthompson@classicmodelcars.com  | Sales Rep | Signal Gift Stores                 | 7025551838         | Las Vegas         | 2003-06-06  |  32641.98 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | lthompson@classicmodelcars.com  | Sales Rep | Signal Gift Stores                 | 7025551838         | Las Vegas         | 2004-08-20  |  33347.88 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | lthompson@classicmodelcars.com  | Sales Rep | Toys4GrownUps.com                  | 6265557265         | Pasadena          | 2003-12-04  |   3879.96 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | lthompson@classicmodelcars.com  | Sales Rep | Toys4GrownUps.com                  | 6265557265         | Pasadena          | 2003-09-05  |  50342.74 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | lthompson@classicmodelcars.com  | Sales Rep | Toys4GrownUps.com                  | 6265557265         | Pasadena          | 2005-02-06  |  39580.60 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | lthompson@classicmodelcars.com  | Sales Rep | Boards & Toys Co.                  | 3105552373         | Glendale          | 2005-03-02  |   3452.75 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | lthompson@classicmodelcars.com  | Sales Rep | Boards & Toys Co.                  | 3105552373         | Glendale          | 2003-10-18  |   4465.85 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | lthompson@classicmodelcars.com  | Sales Rep | Collectable Mini Designs Co.       | 7605558146         | San Diego         | 2004-03-15  |  80375.24 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | lthompson@classicmodelcars.com  | Sales Rep | Men 'R' US Retailers, Ltd.         | 2155554369         | Los Angeles       | 2004-01-18  |  21053.69 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | lthompson@classicmodelcars.com  | Sales Rep | Men 'R' US Retailers, Ltd.         | 2155554369         | Los Angeles       | 2003-10-24  |  20452.50 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | lthompson@classicmodelcars.com  | Sales Rep | West Coast Collectables Co.        | 3105553722         | Burbank           | 2003-12-09  |   7678.25 |
| 100 Market Street        | +1 650 219 4782  | San Francisco | Leslie    | lthompson@classicmodelcars.com  | Sales Rep | West Coast Collectables Co.        | 3105553722         | Burbank           | 2004-02-13  |  36070.47 |
| 1550 Court Place         | +1 215 837 0825  | Boston        | Julie     | jfirrelli@classicmodelcars.com  | Sales Rep | Cambridge Collectables Co.         | 6175555555         | Cambridge         | 2004-05-13  |  11843.45 |
| 1550 Court Place         | +1 215 837 0825  | Boston        | Julie     | jfirrelli@classicmodelcars.com  | Sales Rep | Cambridge Collectables Co.         | 6175555555         | Cambridge         | 2004-03-29  |  20355.24 |
| 1550 Court Place         | +1 215 837 0825  | Boston        | Julie     | jfirrelli@classicmodelcars.com  | Sales Rep | Online Mini Collectables           | 6175557555         | Brickhaven        | 2004-08-13  |  51152.86 |
| 1550 Court Place         | +1 215 837 0825  | Boston        | Julie     | jfirrelli@classicmodelcars.com  | Sales Rep | Online Mini Collectables           | 6175557555         | Brickhaven        | 2004-09-24  |   4424.40 |
| 1550 Court Place         | +1 215 837 0825  | Boston        | Julie     | jfirrelli@classicmodelcars.com  | Sales Rep | Mini Creations Ltd.                | 5085559555         | New Bedford       | 2005-01-18  |   8307.28 |
| 1550 Court Place         | +1 215 837 0825  | Boston        | Julie     | jfirrelli@classicmodelcars.com  | Sales Rep | Mini Creations Ltd.                | 5085559555         | New Bedford       | 2003-08-20  |  41016.75 |
| 1550 Court Place         | +1 215 837 0825  | Boston        | Julie     | jfirrelli@classicmodelcars.com  | Sales Rep | Mini Creations Ltd.                | 5085559555         | New Bedford       | 2003-11-24  |  52548.49 |
| 1550 Court Place         | +1 215 837 0825  | Boston        | Julie     | jfirrelli@classicmodelcars.com  | Sales Rep | Classic Gift Ideas, Inc            | 2155554695         | Philadelphia      | 2004-10-24  |  23333.06 |
| 1550 Court Place         | +1 215 837 0825  | Boston        | Julie     | jfirrelli@classicmodelcars.com  | Sales Rep | Classic Gift Ideas, Inc            | 2155554695         | Philadelphia      | 2003-11-28  |  34606.28 |
| 1550 Court Place         | +1 215 837 0825  | Boston        | Julie     | jfirrelli@classicmodelcars.com  | Sales Rep | Collectables For Less Inc.         | 6175558555         | Brickhaven        | 2005-02-12  |  28322.83 |
| 1550 Court Place         | +1 215 837 0825  | Boston        | Julie     | jfirrelli@classicmodelcars.com  | Sales Rep | Collectables For Less Inc.         | 6175558555         | Brickhaven        | 2003-09-16  |  32680.31 |
| 1550 Court Place         | +1 215 837 0825  | Boston        | Julie     | jfirrelli@classicmodelcars.com  | Sales Rep | Collectables For Less Inc.         | 6175558555         | Brickhaven        | 2004-08-02  |  12530.51 |
| 1550 Court Place         | +1 215 837 0825  | Boston        | Julie     | jfirrelli@classicmodelcars.com  | Sales Rep | Diecast Collectables               | 6175552555         | Boston            | 2003-12-26  |  59265.14 |
| 1550 Court Place         | +1 215 837 0825  | Boston        | Julie     | jfirrelli@classicmodelcars.com  | Sales Rep | Diecast Collectables               | 6175552555         | Boston            | 2004-05-14  |   6276.60 |
| 1550 Court Place         | +1 215 837 0825  | Boston        | Steve     | spatterson@classicmodelcars.com | Sales Rep | Diecast Classics Inc.              | 2155551555         | Allentown         | 2004-11-19  |  35152.12 |
| 1550 Court Place         | +1 215 837 0825  | Boston        | Steve     | spatterson@classicmodelcars.com | Sales Rep | Diecast Classics Inc.              | 2155551555         | Allentown         | 2004-09-07  |  63357.13 |
| 1550 Court Place         | +1 215 837 0825  | Boston        | Steve     | spatterson@classicmodelcars.com | Sales Rep | Auto-Moto Classics Inc.            | 6175558428         | Brickhaven        | 2004-12-06  |   9658.74 |
| 1550 Court Place         | +1 215 837 0825  | Boston        | Steve     | spatterson@classicmodelcars.com | Sales Rep | Auto-Moto Classics Inc.            | 6175558428         | Brickhaven        | 2003-07-06  |   6036.96 |
| 1550 Court Place         | +1 215 837 0825  | Boston        | Steve     | spatterson@classicmodelcars.com | Sales Rep | Auto-Moto Classics Inc.            | 6175558428         | Brickhaven        | 2004-09-21  |   5858.56 |
| 1550 Court Place         | +1 215 837 0825  | Boston        | Steve     | spatterson@classicmodelcars.com | Sales Rep | Marta's Replicas Co.               | 6175558555         | Cambridge         | 2004-10-28  |  47411.33 |
| 1550 Court Place         | +1 215 837 0825  | Boston        | Steve     | spatterson@classicmodelcars.com | Sales Rep | Marta's Replicas Co.               | 6175558555         | Cambridge         | 2004-09-05  |  43134.04 |
| 1550 Court Place         | +1 215 837 0825  | Boston        | Steve     | spatterson@classicmodelcars.com | Sales Rep | Gifts4AllAges.com                  | 6175559555         | Boston            | 2004-07-11  |  18473.71 |
| 1550 Court Place         | +1 215 837 0825  | Boston        | Steve     | spatterson@classicmodelcars.com | Sales Rep | Gifts4AllAges.com                  | 6175559555         | Boston            | 2004-09-21  |  15059.76 |
| 1550 Court Place         | +1 215 837 0825  | Boston        | Steve     | spatterson@classicmodelcars.com | Sales Rep | Online Diecast Creations Co.       | 6035558647         | Nashua            | 2004-11-17  |  50799.69 |
| 1550 Court Place         | +1 215 837 0825  | Boston        | Steve     | spatterson@classicmodelcars.com | Sales Rep | Online Diecast Creations Co.       | 6035558647         | Nashua            | 2003-01-16  |  10223.83 |
| 1550 Court Place         | +1 215 837 0825  | Boston        | Steve     | spatterson@classicmodelcars.com | Sales Rep | Online Diecast Creations Co.       | 6035558647         | Nashua            | 2003-12-05  |  55425.77 |
| 1550 Court Place         | +1 215 837 0825  | Boston        | Steve     | spatterson@classicmodelcars.com | Sales Rep | FunGiftIdeas.com                   | 5085552555         | New Bedford       | 2005-04-15  |  30293.77 |
| 1550 Court Place         | +1 215 837 0825  | Boston        | Steve     | spatterson@classicmodelcars.com | Sales Rep | FunGiftIdeas.com                   | 5085552555         | New Bedford       | 2003-11-08  |   9977.85 |
| 1550 Court Place         | +1 215 837 0825  | Boston        | Steve     | spatterson@classicmodelcars.com | Sales Rep | FunGiftIdeas.com                   | 5085552555         | New Bedford       | 2004-11-27  |  48355.87 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | Foon Yue  | ftseng@classicmodelcars.com     | Sales Rep | Muscle Machine Inc                 | 2125557413         | NYC               | 2003-12-22  |  58793.53 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | Foon Yue  | ftseng@classicmodelcars.com     | Sales Rep | Muscle Machine Inc                 | 2125557413         | NYC               | 2004-07-26  |  20314.44 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | Foon Yue  | ftseng@classicmodelcars.com     | Sales Rep | Muscle Machine Inc                 | 2125557413         | NYC               | 2003-06-18  |  58841.35 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | Foon Yue  | ftseng@classicmodelcars.com     | Sales Rep | Muscle Machine Inc                 | 2125557413         | NYC               | 2004-12-14  |  39964.63 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | Foon Yue  | ftseng@classicmodelcars.com     | Sales Rep | Vitachrome Inc.                    | 2125551500         | NYC               | 2004-04-25  |  22602.36 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | Foon Yue  | ftseng@classicmodelcars.com     | Sales Rep | Vitachrome Inc.                    | 2125551500         | NYC               | 2003-01-30  |   5494.78 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | Foon Yue  | ftseng@classicmodelcars.com     | Sales Rep | Vitachrome Inc.                    | 2125551500         | NYC               | 2004-11-16  |  44400.50 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | Foon Yue  | ftseng@classicmodelcars.com     | Sales Rep | Qu├⌐bec Home Shopping Network       | (514) 555-8054     | Montr├⌐al          | 2005-05-20  |  29070.38 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | Foon Yue  | ftseng@classicmodelcars.com     | Sales Rep | Qu├⌐bec Home Shopping Network       | (514) 555-8054     | Montr├⌐al          | 2004-07-01  |  22997.45 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | Foon Yue  | ftseng@classicmodelcars.com     | Sales Rep | Qu├⌐bec Home Shopping Network       | (514) 555-8054     | Montr├⌐al          | 2003-11-18  |  16909.84 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | Foon Yue  | ftseng@classicmodelcars.com     | Sales Rep | Classic Legends Inc.               | 2125558493         | NYC               | 2004-12-07  |  25505.98 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | Foon Yue  | ftseng@classicmodelcars.com     | Sales Rep | Classic Legends Inc.               | 2125558493         | NYC               | 2003-04-16  |  21665.98 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | Foon Yue  | ftseng@classicmodelcars.com     | Sales Rep | Classic Legends Inc.               | 2125558493         | NYC               | 2003-10-31  |  22042.37 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | Foon Yue  | ftseng@classicmodelcars.com     | Sales Rep | Super Scale Inc.                   | 2035559545         | New Haven         | 2003-12-05  |  38139.18 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | Foon Yue  | ftseng@classicmodelcars.com     | Sales Rep | Super Scale Inc.                   | 2035559545         | New Haven         | 2004-05-12  |  32239.47 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | Foon Yue  | ftseng@classicmodelcars.com     | Sales Rep | Microscale Inc.                    | 2125551957         | NYC               | 2004-11-13  |  27550.51 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | Foon Yue  | ftseng@classicmodelcars.com     | Sales Rep | Microscale Inc.                    | 2125551957         | NYC               | 2004-04-30  |   1679.92 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | George    | gvanauf@classicmodelcars.com    | Sales Rep | Land of Toys Inc.                  | 2125557818         | NYC               | 2003-03-12  |  22292.62 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | George    | gvanauf@classicmodelcars.com    | Sales Rep | Land of Toys Inc.                  | 2125557818         | NYC               | 2004-12-02  |  50025.35 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | George    | gvanauf@classicmodelcars.com    | Sales Rep | Land of Toys Inc.                  | 2125557818         | NYC               | 2004-09-11  |  35321.97 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | George    | gvanauf@classicmodelcars.com    | Sales Rep | Gift Depot Inc.                    | 2035552570         | Bridgewater       | 2005-05-19  |  28500.78 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | George    | gvanauf@classicmodelcars.com    | Sales Rep | Gift Depot Inc.                    | 2035552570         | Bridgewater       | 2003-11-19  |  24879.08 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | George    | gvanauf@classicmodelcars.com    | Sales Rep | Gift Depot Inc.                    | 2035552570         | Bridgewater       | 2004-07-10  |  42044.77 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | George    | gvanauf@classicmodelcars.com    | Sales Rep | Canadian Gift Exchange Network     | (604) 555-3392     | Vancouver         | 2003-12-18  |  36527.61 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | George    | gvanauf@classicmodelcars.com    | Sales Rep | Canadian Gift Exchange Network     | (604) 555-3392     | Vancouver         | 2004-11-08  |  33594.58 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | George    | gvanauf@classicmodelcars.com    | Sales Rep | Royal Canadian Collectables, Ltd.  | (604) 555-4555     | Tsawassen         | 2004-08-30  |  37527.58 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | George    | gvanauf@classicmodelcars.com    | Sales Rep | Royal Canadian Collectables, Ltd.  | (604) 555-4555     | Tsawassen         | 2004-04-24  |  29284.42 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | George    | gvanauf@classicmodelcars.com    | Sales Rep | Mini Classics                      | 9145554562         | White Plains      | 2004-11-06  |  42339.76 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | George    | gvanauf@classicmodelcars.com    | Sales Rep | Mini Classics                      | 9145554562         | White Plains      | 2003-12-07  |  36092.40 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | George    | gvanauf@classicmodelcars.com    | Sales Rep | Tekni Collectables Inc.            | 2015559350         | Newark            | 2004-04-16  |   7178.66 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | George    | gvanauf@classicmodelcars.com    | Sales Rep | Tekni Collectables Inc.            | 2015559350         | Newark            | 2004-05-30  |  31102.85 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | George    | gvanauf@classicmodelcars.com    | Sales Rep | Gift Ideas Corp.                   | 2035554407         | Glendale          | 2003-09-15  |   6631.36 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | George    | gvanauf@classicmodelcars.com    | Sales Rep | Gift Ideas Corp.                   | 2035554407         | Glendale          | 2003-06-25  |  17032.29 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | George    | gvanauf@classicmodelcars.com    | Sales Rep | Gift Ideas Corp.                   | 2035554407         | Glendale          | 2004-12-17  |  26304.13 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | George    | gvanauf@classicmodelcars.com    | Sales Rep | Motor Mint Distributors Inc.       | 2155559857         | Philadelphia      | 2004-04-14  |   5899.38 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | George    | gvanauf@classicmodelcars.com    | Sales Rep | Motor Mint Distributors Inc.       | 2155559857         | Philadelphia      | 2004-11-23  |  45994.07 |
| 523 East 53rd Street     | +1 212 555 3000  | NYC           | George    | gvanauf@classicmodelcars.com    | Sales Rep | Motor Mint Distributors Inc.       | 2155559857         | Philadelphia      | 2003-03-20  |  25833.14 |
| 43 Rue Jouffroy D'abbans | +33 14 723 4404  | Paris         | Loui      | lbondur@classicmodelcars.com    | Sales Rep | Saveley & Henriot, Co.             | 78.32.5555         | Lyon              | 2004-03-18  |  40978.53 |
| 43 Rue Jouffroy D'abbans | +33 14 723 4404  | Paris         | Loui      | lbondur@classicmodelcars.com    | Sales Rep | Saveley & Henriot, Co.             | 78.32.5555         | Lyon              | 2004-01-16  |  49614.72 |
| 43 Rue Jouffroy D'abbans | +33 14 723 4404  | Paris         | Loui      | lbondur@classicmodelcars.com    | Sales Rep | Saveley & Henriot, Co.             | 78.32.5555         | Lyon              | 2003-12-10  |  39712.10 |
| 43 Rue Jouffroy D'abbans | +33 14 723 4404  | Paris         | Loui      | lbondur@classicmodelcars.com    | Sales Rep | La Corne D'abondance, Co.          | (1) 42.34.2555     | Paris             | 2004-09-09  |   1960.80 |
| 43 Rue Jouffroy D'abbans | +33 14 723 4404  | Paris         | Loui      | lbondur@classicmodelcars.com    | Sales Rep | La Corne D'abondance, Co.          | (1) 42.34.2555     | Paris             | 2004-12-04  |  51209.58 |
| 43 Rue Jouffroy D'abbans | +33 14 723 4404  | Paris         | Loui      | lbondur@classicmodelcars.com    | Sales Rep | La Corne D'abondance, Co.          | (1) 42.34.2555     | Paris             | 2003-04-20  |  33383.14 |
